Organisation Code,Legal Name,Business name(s),training_code,National Title,Specialisations,NRT Type,Usage Recommendation,Usage Recommendation Start Date,NRT Status,Currency Period Start Date,Currency Period End Date,Scope Extent,Scope Start Date,Scope End Date,Scope,NSW delivery approved,VIC delivery approved,QLD delivery approved,SA delivery approved,WA delivery approved,TAS delivery approved,NT delivery approved,ACT delivery approved,International delivery approved,Superseded by,Is Equivalent,Supersedes,Is Equivalent,Latest Release Number,Latest Release Date,Parent Training Package Code,Parent Training Package Title,Is Confidential,Training Package Developer,Copyright Holder,Copyright Holder Job Title,Copyright Holder Group Name,Copyright Holder Organisation,Copyright Holder Email,Recognition Manager,ANZSCO Code,ANZSCO Name,ASCO Code,ASCO Name,ASCED6 Code,ASCED6 Name,ASCED4 Code,ASCED4 Name,Taxonomy (Industry),Taxonomy (Occupation),Qualification Level Code,Qualification Level Name,Licencing,Has Work Placement Hours,Work Placement Hours,Pre-requisite
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTJ011,Balance wheels and tyres,N,Unit of competency,Current,07/12/2018,Current,07/12/2018,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTJ001,TRUE,1,07/12/2018,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTK001,Use and maintain measuring equipment in an automotive workplace,N,Unit of competency,Current,14/04/2016,Current,14/04/2016,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTK2001,TRUE,1,14/04/2016,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30717,Plant And Machine Operations,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTK102,Use and maintain tools and equipment in an automotive workplace,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTK002,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30717,Plant And Machine Operations,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTL001,Inspect and service CNG fuel systems,N,Unit of competency,Current,14/04/2016,Current,14/04/2016,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTL3001,TRUE,1,14/04/2016,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,TRUE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTL003,Install CNG fuel systems,N,Unit of competency,Current,14/04/2016,Current,14/04/2016,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTL3003,TRUE,1,14/04/2016,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,TRUE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTL007,Inspect and service LPG fuel systems,N,Unit of competency,Current,14/04/2016,Current,14/04/2016,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTL3007,TRUE,1,14/04/2016,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,TRUE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTL009,Install LPG fuel systems,N,Unit of competency,Current,14/04/2016,Current,14/04/2016,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTL3009,TRUE,1,14/04/2016,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,TRUE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTL102,Diagnose and repair CNG fuel systems,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTL002,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTL104,Inspect and service LNG fuel systems,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTL004,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,TRUE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTL105,Diagnose and repair LNG fuel systems,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTL005,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,TRUE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTL108,Diagnose and repair LPG fuel systems,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTL008,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,TRUE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTQ001,Inspect and service final drive assemblies,N,Unit of competency,Current,14/04/2016,Current,14/04/2016,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTQ2001,TRUE,1,14/04/2016,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTQ103,Inspect and service drive shafts,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTQ003,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTW001,Carry out soft soldering techniques,N,Unit of competency,Current,14/04/2016,Current,14/04/2016,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTW2001,TRUE,1,14/04/2016,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30511,Panel Beating,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTX102,Inspect and service manual transmissions,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTX002,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTX103,Inspect and service automatic transmissions,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTX003,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTX104,Inspect and service hydrostatic transmissions,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTX004,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTX106,Diagnose and repair hydrostatic transmissions,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTX006,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURTTZ102,Diagnose and repair exhaust systems,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURTTZ002,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30503,Vehicle Mechanics,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURVTW002,Carry out oxyacetylene brazing of components,N,Unit of competency,Current,14/04/2016,Current,14/04/2016,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURVTW2002,TRUE,1,14/04/2016,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30711,Boilermaking And Welding,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURVTW018,"Carry out oxyacetylene welding, thermal heating and cutting",N,Unit of competency,Current,07/12/2018,Current,07/12/2018,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURVTW008,TRUE,1,07/12/2018,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30711,Boilermaking And Welding,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURVTW101,Carry out manual metal arc welding on components,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURVTW001,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30711,Boilermaking And Welding,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURVTW103,Carry out advanced gas metal arc welding on vehicle body sections,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURVTW003,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30711,Boilermaking And Welding,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURVTW104,Carry out tungsten inert gas welding,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURVTW004,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30711,Boilermaking And Welding,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AURVTW109,Carry out basic gas metal arc welding,N,Unit of competency,Current,13/11/2020,Current,13/11/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,AURVTW009,TRUE,1,13/11/2020,AUR,"Automotive Retail, Service and Repair Training Package",FALSE,Mining and Automotive Skills Alliance,,,,,,Skills and Workforce Ministerial Council,,,,,30711,Boilermaking And Welding,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,AVIW0006,Perform infrastructure inspections using remote operated systems,N,Unit of competency,Current,13/08/2019,Current,13/08/2019,,"Deliver and assess , Granted",29/08/2024,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,13/08/2019,AVI,Aviation Training Package,FALSE,Industry Skills Australia,,,,,,Skills and Workforce Ministerial Council,,,,,31503,Aircraft Maintenance Engineering,,,,,,,TRUE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBCMM411,Make presentations,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",23/05/2022,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBCMM401,TRUE,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,100707,Verbal Communication,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBDIV301,Work effectively with diversity,N,Unit of competency,Superseded,18/10/2020,Superseded,25/03/2015,17/10/2020,"Deliver and assess , Granted",29/08/2024,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BSBTWK301,TRUE,BSBDIV301A,TRUE,1,25/03/2015,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,120505,Work Practices Programmes,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBESB301,Investigate business opportunities,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",29/08/2024,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBSMB306;BSBSMB301;BSBSMB201,False;False;False,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80301,Business Management,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBESB401,Research and develop business plans,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",18/08/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBSMB404;BSBSMB415;BSBSMB422,True;False;False,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80301,Business Management,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBESB402,Establish legal and risk management requirements of new business ventures,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",14/06/2022,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBIPR405;BSBSMB401;BSBSMB410,False;True;False,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80301,Business Management,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBESB403,Plan finances for new business ventures,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",18/08/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBSMB402,TRUE,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80301,Business Management,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBESB404,Market new business ventures,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",18/08/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBSMB409;BSBSMB403,False;True,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80505,Marketing,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBESB405,Manage compliance for small businesses,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBSMB418,TRUE,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80301,Business Management,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBESB406,Establish operational strategies and procedures for new business ventures,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",14/06/2022,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBSMB420;BSBFRA402;BSBFRA501;BSBSMB423;BSBFRA404;BSBFRA502;BSBFRA505;BSBFRA401;BSBFRA503;BSBIPR501;BSBFRA403;BSBFRA504,True;False;False;False;False;False;False;False;False;False;False;False,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80301,Business Management,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBESB407,Manage finances for new business ventures,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",14/06/2022,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBSMB421,TRUE,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80301,Business Management,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBFIN401,Report on financial activity,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",18/08/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBINT408;BSBFIA401;BSBFIA501;BSBFIA412,False;False;False;False,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80101,Accounting,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBFIN501,Manage budgets and financial plans,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",18/08/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBGOV403;BSBFIM501,False;True,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80101,Accounting,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBFLM303,Contribute to effective workplace relationships,N,Unit of competency,Superseded,18/10/2020,Superseded,25/03/2015,17/10/2020,"Deliver and assess , Granted",19/04/2024,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BSBLDR301,TRUE,BSBFLM303C,TRUE,1,25/03/2015,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,120505,Work Practices Programmes,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBFLM312,Contribute to team effectiveness,N,Unit of competency,Superseded,18/10/2020,Superseded,25/03/2015,17/10/2020,"Deliver and assess , Granted",18/08/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BSBTWK201,FALSE,BSBFLM312C,TRUE,1,25/03/2015,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,120505,Work Practices Programmes,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBHRM413,Support the learning and development of teams and individuals,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",18/08/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBLED401;BSBFLM311;BSBLED301,True;False;False,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80303,Human Resource Management,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBINS309,Maintain business records,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",13/10/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBRKG305;BSBRKG304,False;True,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80901,Secretarial And Clerical Studies,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBINS401,Analyse and present research information,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",21/10/2022,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBRES411,TRUE,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80301,Business Management,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBINS402,Coordinate workplace information systems,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",18/08/2023,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBINM401,TRUE,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,29999,"Information Technology, N.e.c.",,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBITU111,Operate a personal digital device,N,Unit of competency,Superseded,18/10/2020,Superseded,27/09/2018,17/10/2020,"Deliver and assess , Granted",29/08/2024,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BSBTEC101,TRUE,BSBITU101,TRUE,2,30/08/2019,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,80905,Practical Computing Skills,,,,,,,FALSE,FALSE,,FALSE
41304,PM2 Pty Ltd,ONSHIFT EDUCATION;PM SQUARED,BSBLDR301,Support effective workplace relationships,N,Unit of competency,Current,19/10/2020,Current,19/10/2020,,"Deliver and assess , Granted",29/08/2024,06/10/2029,Implicit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,BSBFLM303;BSBEDU302,True;False,1,19/10/2020,BSB,Business Services Training Package,FALSE,Future Skills Organisation,,,,,,Skills and Workforce Ministerial Council,,,,,120505,Work Practices Programmes,,,,,,,FALSE,FALSE,,FALSE
